layers	Ralstonia	Shewanella	Unknown_t_class_Coriobacteriia	Unknown_t_order_Vi1virus	Unknown_t_phylum_Firmicutes	Moraxella	Bifidobacterium	Mycobacterium	Unknown_t_order_Alteromonadales	Enterobacter	Hymenobacter	Unknown_t_family_Streptococcaceae	Leuconostoc	Aggregatibacter	Fibrobacter	Oxalobacter	Alcanivorax	Eubacterium	Unknown_t_family_Burkholderiaceae	Unknown_t_family_Xanthomonadaceae	Buchnera	Desulfovibrio	Megasphaera	Unknown_t_order_Enterobacterales	Eggerthella	Vibrio	Faecalibacterium	Staphylococcus	Photobacterium	Proteus	Myroides	Rothia	Unknown_t_order_Selenomonadales	Acidovorax	Fusobacterium	Unknown_t_family_Spirochaetaceae	Lachnoclostridium	Yersinia	Haemophilus	Edwardsiella	Campylobacter	Bacillus	Unknown_t_order_T4virus	Prevotella	Pelosinus	Unknown_t_family_Tannerellaceae	Elizabethkingia	Burkholderia	Rhizobium	Corynebacterium	Weissella	Unknown_t_family_Micavibrio_aeruginosavorus	Unknown_t_family_Selenomonadaceae	Arthrobacter	Unknown_t_family_Peptostreptococcaceae	Achromobacter	Unknown_t_class_Clostridia	Chryseobacterium	Psychrobacter	Escherichia	Porphyromonas	Unknown_t_phylum_Actinobacteria	Gardnerella	Methanobrevibacter	Unknown_t_order_Cc31virus	Photorhabdus	Mannheimia	Providencia	Raoultella	Bibersteinia	Tannerella	Treponema	Enterococcus	Unknown_t_order_Burkholderiales	Anaeromyxobacter	Streptococcus	Idiomarina	Klebsiella	Ruminococcus	Unknown_t_class_Betaproteobacteria	Xanthomonas	Unknown_t_family_Ruminococcaceae	Unknown_t_order_Kp34virus	Cutibacterium	Listeria	Unknown_t_family_Lachnospiraceae	Pluralibacter	Lactobacillus	Serratia	Stenotrophomonas	Dehalobacter	Blautia	Unknown_t_order_K1gvirus	Veillonella	Unknown_t_family_Moraxellaceae	Marinobacter	Unknown_t_phylum_Caudovirales	Acidaminococcus	Unknown_t_family_Enterobacteriaceae	Unknown_t_class_Gammaproteobacteria	Unknown_t_family_Pasteurellaceae	Unknown_t_family_Rhodobacteraceae	Unknown_t_family_Bacillaceae	Erysipelothrix	Francisella	Rhodococcus	Mesorhizobium	Unknown_t_order_Kp15virus	Pseudoalteromonas	Riemerella	Plesiomonas_shigelloides	Deinococcus	Flavobacterium	Kosakonia	Unknown_t_family_Hymenobacteraceae	Aeromonas	Alteromonas	Unknown_t_order_Lactobacillales	Unknown_t_class_Bacteroidia	Paenibacillus	Acinetobacter	Pantoea	Piscirickettsia	Unknown_t_order_Clostridiales	Ethanoligenens	Neisseria	Unknown_t_family_Erysipelotrichaceae	Unknown_t_order_Rhizobiales	Pseudomonas	Bacteroides	Alicycliphilus	Unknown_t_family_Flavobacteriaceae	Unknown_t_family_Clostridiaceae	Solibacillus	Unknown_t_phylum_Proteobacteria	Unknown_t_order_Jd18virus	Pasteurella	Selenomonas	Unknown_t_class_Bacilli	Unknown_t_phylum_Bacteroidetes	Unknown_t_order_Bacteroidales	Unknown_t_order_Micrococcales	Candidatus_Moranella	Microbacterium	Unknown_t_domain_Bacteria	Clostridioides	Unknown_t_phylum_Tenericutes	Clostridium	Streptomyces	Unknown_t_class_Alphaproteobacteria	Thalassolituus	Unknown_t_phylum_Cyanobacteria	Unknown_t_order_V5virus	Ruminiclostridium	Unknown_t_family_Vibrionaceae	Acetobacter	Bordetella	Unknown_t_order_Sp6virus	Methylophaga	Lactococcus	Unknown_t_family_Oceanospirillaceae	Unknown_t_class_Siphoviridae	Unknown_t_family_Comamonadaceae	Butyrivibrio	Parabacteroides	Citrobacter	Unknown_t_phylum_Verrucomicrobia	Mycoplasma	Halomonas	Actinobacillus	Unknown_t_class_Myoviridae	Rickettsia	Unknown_t_order_Felixo1virus	Helicobacter	Lysobacter	Arcobacter	Odoribacter	Unknown_t_class_Actinobacteria	Akkermansia	Desulfotomaculum	Capnocytophaga	Unknown_t_family_Eggerthellaceae	Unknown_t_order_Bacillales	Salmonella	Unknown_t_class_Negativicutes	Cronobacter	Unknown_t_family_Aeromonadaceae	Unknown_t_order_Myxococcales	Brachyspira	Unknown_t_order_Kp36virus
FIJ0142	0	0	0	0	37288	0	83523	0	0	2836	0	0	0	0	0	0	0	0	0	0	0	0	0	6199	0	3031	194855	0	0	0	0	0	0	0	0	0	7353	0	0	0	0	2809	0	162262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24544	0	0	0	62966	0	0	0	0	0	0	0	0	0	0	0	10336	0	82564	0	0	0	2714	0	0	0	18778	0	0	0	0	0	0	0	0	0	0	0	0	37201	15117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5364	0	0	0	87988	2766	0	0	0	3526	645068	0	0	0	0	12140	0	0	0	0	19473	112068	0	0	0	84482	6217	0	11057	0	2834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32498	0	0	0	0	0	0	0	0	0	0	0	265440	3739	241590	0	0	0	0	0	0	0	0	0	0	0
FIJ0143	0	0	0	0	3293	1230	6928	1079	224	4811	0	225	563	0	0	0	0	0	0	914	0	0	253	1528	0	445	11538	529	0	0	0	0	0	385	0	0	620	0	193	0	284	547	0	19255	0	0	0	368	209	298	413	0	0	1155	0	275	0	264	0	4606	0	0	0	0	0	0	0	0	0	0	0	0	313	450	0	1891	0	11827	0	287	1134	249	0	1666	0	1928	0	713	0	1723	0	0	0	666	203	0	0	0	7303	2349	193	0	0	0	0	398	194	0	298	0	0	0	257	0	0	1321	0	647	0	516	5983	0	0	8561	265	0	0	237	943	8147	198	476	0	291	2028	0	0	0	301	1020	4731	0	0	356	8468	683	0	1819	500	509	0	0	0	0	0	0	222	0	0	4859	0	0	674	0	5849	10449	0	0	0	0	0	0	0	0	643	385	3610	887	0	0	0	0	0	240	0	0	0	0	0	0
FIJ0144	0	0	0	0	35685	0	57171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18944	0	0	118236	0	0	0	0	0	0	0	0	0	5142	0	0	0	0	0	0	96871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509748	0	0	0	25455	0	0	0	0	0	0	0	0	0	0	0	27879	0	994977	0	0	0	0	0	0	0	13888	0	0	0	0	0	0	0	0	0	0	0	0	891737	12604	0	0	0	0	0	0	0	0	0	0	9872	0	0	0	0	0	0	0	0	0	0	0	0	73096	0	0	0	0	0	107961	0	0	0	0	10118	0	0	0	0	10219	90112	0	0	0	79073	6047	0	12157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35149	0	0	0	0	0	0	0	0	0	0	0	54531	3644	0	0	0	0	0	8832	0	0	0	0	0	0
FIJ0145	0	0	0	0	12789	0	110661	0	0	85899	0	0	11253	0	0	0	0	0	0	0	0	0	41503	12281	0	0	196298	0	0	0	0	0	0	0	0	0	2868	0	0	0	0	0	0	297398	0	0	0	0	0	0	6464	0	0	0	0	0	0	0	0	170218	3637	0	0	0	0	0	0	0	0	0	0	0	2444	0	0	90792	0	449172	0	0	0	0	0	0	0	10705	0	2725	0	0	0	0	0	0	0	0	0	0	300359	5374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5128	0	3544	0	0	0	45308	0	0	0	0	0	208949	0	0	0	0	5952	0	0	0	0	11037	55943	0	0	0	57105	10949	0	4397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14782	0	0	0	0	0	0	0	0	0	0	0	46708	0	0	0	0	0	0	0	0	0	0	0	0	0
FIJ0146	0	0	0	0	16948	0	87768	0	0	77699	0	0	6860	0	0	0	0	0	0	0	0	0	44040	27063	0	0	149686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5860	2665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72856	0	1272707	0	0	0	0	0	0	0	11704	0	0	0	0	0	0	0	0	0	0	0	0	93001	14607	0	0	0	0	0	0	0	23735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37510	0	0	0	0	0	95956	0	0	0	0	8348	0	0	0	0	13113	66239	0	0	0	64708	0	0	5926	0	0	0	0	0	0	0	0	0	0	0	8247	0	0	0	0	7657	3933	0	0	0	0	0	0	0	0	0	0	32504	0	0	0	0	0	0	0	0	0	0	0	5493	0
FIJ0147	0	0	0	0	12297	0	3835	0	1039	1405	0	0	0	0	0	0	0	0	0	0	0	0	0	2405	793	1345	62028	1504	0	0	0	0	0	0	786	0	2127	0	832	0	0	2007	0	207958	0	0	0	831	0	816	0	0	0	0	0	0	0	0	0	3828	1805	0	8651	0	0	0	0	0	0	0	1035	0	1062	1014	0	48199	0	4412	0	1231	0	856	0	1300	0	12770	0	1952	0	0	0	1015	0	2053	0	0	0	1588	8423	7670	0	0	0	0	0	0	0	0	1200	0	0	0	0	0	0	0	0	1341	1713	2630	912	0	0	46037	0	0	0	0	2169	83881	0	1078	0	0	6165	0	0	0	826	9565	49681	0	0	0	33561	1648	0	6693	0	1950	0	0	0	0	0	0	0	0	0	1565	0	0	0	1025	18948	984	0	0	0	0	0	0	0	0	0	0	35863	1166	0	0	1442	0	0	0	809	0	0	0	0	0
FIJ0148	0	0	0	0	21697	0	430532	0	0	286705	0	0	6666	0	0	0	0	0	0	0	0	0	0	18755	0	0	389163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55206	0	0	0	0	0	0	0	0	0	0	0	0	5529	0	0	409384	0	711233	0	0	0	0	0	0	0	14020	0	0	0	0	0	0	0	48539	0	0	0	0	255528	15560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3946	0	0	0	0	0	60420	0	0	0	0	0	513141	0	0	0	0	8885	0	0	0	0	30318	80973	0	0	0	116205	4340	0	5696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19261	5242	0	0	0	0	0	0	0	0	0	0	30863	0	0	0	0	0	0	0	0	0	0	0	0	0
FIJ0149	0	0	0	0	26624	0	295195	0	2782	75437	0	0	0	0	0	0	0	0	0	0	0	0	82177	13128	0	3677	221304	1982	0	0	0	0	0	0	0	0	5869	0	2366	0	0	2538	0	178880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17287	0	0	0	14660	0	0	0	0	0	0	0	0	2015	0	0	54783	0	309423	0	0	0	0	0	0	0	26042	0	2776	0	0	0	0	0	0	0	0	0	0	66769	18014	2244	0	0	0	1960	0	0	0	2756	0	0	0	0	0	0	0	0	0	0	2355	2205	0	0	117745	0	0	0	0	2664	69736	0	0	0	0	9936	0	0	4603	0	9664	49182	0	0	0	72375	3021	0	7365	0	2226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12878	0	0	0	0	0	0	0	0	0	0	0	23199	2639	0	0	0	0	0	0	2392	0	0	0	9330	0
FIJ0150	0	0	3366	0	27669	0	56716	0	0	103523	0	0	0	0	0	0	0	0	0	0	0	0	0	8583	2502	2190	196073	0	0	0	0	0	0	0	2063	0	5392	0	3365	0	0	2890	0	252769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8082	0	0	0	0	0	0	0	0	0	0	0	0	2672	0	0	220584	0	141210	0	0	0	2157	0	0	0	34109	0	3028	0	0	0	0	0	27963	0	0	0	0	44041	11971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4941	0	0	0	93127	0	0	0	0	2571	330155	0	6459	0	0	8305	0	0	0	0	14433	90086	0	0	0	74354	4878	0	13395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2043	69494	0	0	0	0	0	0	0	0	0	0	0	36301	2319	0	0	0	0	0	0	0	0	0	0	0	0
FIJ0151	0	0	0	0	0	0	24664	0	0	28867	0	0	0	0	0	0	0	0	0	0	0	0	107874	88711	0	0	96723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1374036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8466	0	1809676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3808160	32560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26734	0	0	0	0	0	90635	0	0	0	0	14446	0	0	0	0	23744	77571	0	0	0	75251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19876	0	0	0	0	80152	0	49006	0	0	0	27297	0	0	0	0	0	0	0	0	0	0	0	0	0
FIJ0152	0	0	0	0	25254	0	45626	0	2088	3946	1022	0	0	0	0	0	0	0	0	0	0	1323	22239	6316	1084	2555	41829	3258	0	0	0	0	0	0	2236	0	2692	0	2347	0	2033	3393	0	20590	0	0	0	1235	0	1696	0	0	0	0	0	0	2043	0	0	67261	0	1125	0	37782	0	0	0	0	0	0	0	1606	1836	1565	0	4028	0	65682	3788	1921	0	3845	0	0	0	9929	0	2976	0	0	0	0	0	0	0	0	0	1006	151742	13826	1726	0	0	0	1320	0	0	0	1967	0	0	0	0	0	1024	1115	0	1524	0	2633	1589	0	0	57922	3224	0	0	1195	3497	63212	0	1454	0	0	11154	0	1063	1051	1538	5654	18105	0	0	0	85271	2860	0	14103	1938	3575	0	0	0	1540	0	0	0	0	0	0	0	0	0	0	13847	1235	0	1640	0	0	0	0	0	0	0	0	28442	4167	2689	0	0	0	1333	0	0	0	1057	0	5286	0
FIJ0153	0	0	0	0	23268	0	74917	0	0	4300	0	0	0	0	0	0	0	0	0	0	0	0	3733	6256	0	0	86562	0	0	0	0	0	0	0	0	0	5681	0	0	0	0	0	0	215851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220809	2396	0	0	23733	0	0	0	0	0	0	0	0	0	0	0	7682	0	144769	0	0	0	0	0	0	0	20676	0	0	0	0	0	0	0	0	0	0	0	0	442894	6071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72377	0	0	0	0	2880	369277	0	0	0	0	8167	0	0	0	0	10830	80891	0	0	0	86595	0	0	9580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56656	0	0	0	0	0	0	0	0	0	0	0	281662	2820	0	0	0	0	0	0	0	0	0	0	0	0
FIJ0154	0	0	0	0	14655	0	209007	0	0	45801	0	0	0	0	0	0	0	0	0	0	0	0	256720	6274	0	1995	34243	1509	0	0	0	0	0	0	0	0	2806	0	1739	0	0	2463	0	132822	0	0	0	2036	0	0	0	0	0	0	0	0	0	0	0	46340	1827	0	0	18471	0	0	0	0	0	0	1629	2030	0	1816	0	11970	0	48449	0	1860	0	1713	0	0	0	12827	0	2479	0	0	0	0	0	6532	0	0	0	0	98150	10261	0	0	0	0	0	0	0	0	1489	0	0	0	0	0	0	0	0	0	0	2503	0	0	0	50452	2533	0	0	0	3039	107120	0	1578	0	0	10008	0	0	4707	0	8714	52025	0	0	0	61740	4466	0	10098	1808	3021	0	0	0	0	0	0	0	0	0	4999	0	0	0	0	14135	7211	0	0	0	0	0	0	0	0	0	0	27279	3904	0	0	0	0	0	0	1800	0	0	0	0	0
FIJ0155	0	0	0	0	14335	0	3599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14423	0	0	143154	0	0	0	0	0	0	0	0	0	4496	0	0	0	9927	0	0	239529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333744	3186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12829	0	7377	0	0	0	0	0	0	0	23069	0	0	0	0	0	0	0	0	0	0	0	0	1062129	12095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4679	0	0	0	82641	0	0	0	0	0	145927	0	0	0	0	8949	0	0	0	0	14144	72178	0	0	0	53235	2709	0	5207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80367	0	0	0	0	0	0	0	0	0	0	0	42507	0	0	0	0	0	0	0	0	0	0	0	0	0
FIJ0156	0	0	0	0	15774	0	58807	0	0	27315	0	0	0	0	0	0	0	0	0	0	0	0	0	9757	0	2563	241093	0	3934	0	0	0	0	0	0	0	3142	0	6897	0	0	4188	0	563527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26946	9717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17886	0	317216	0	0	0	0	0	0	0	16873	0	2447	0	0	0	0	0	5871	0	0	0	0	64608	9032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2473	0	0	2403	3982	2939	0	0	58881	0	0	0	0	3020	330957	0	2695	0	0	7525	0	0	0	0	13935	57007	0	0	0	48423	7865	0	8255	0	0	0	0	0	0	0	0	0	0	0	9147	0	0	0	0	24702	15570	0	0	0	0	0	0	0	0	0	0	47474	0	0	0	2958	0	0	0	0	0	0	0	0	0
FIJ0157	0	0	0	0	16026	0	45469	0	0	3006	0	0	5565	0	0	1608	0	0	0	0	0	0	25550	2513	0	1348	33320	1634	0	0	0	0	0	0	0	0	2369	0	1167	0	1029	2553	0	333854	0	0	0	1084	0	1449	1234	0	0	0	0	0	0	0	0	9810	2690	0	0	1256	0	0	0	0	0	0	1831	0	1120	0	0	10358	0	14896	1207	0	0	1303	0	0	0	11581	0	2637	0	0	0	0	0	1247	0	0	0	0	21078	5731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1099	0	1306	2363	1936	0	0	0	39460	1446	0	0	0	2155	104440	0	3058	0	0	6671	0	0	2251	0	22198	69656	0	0	0	44242	1532	0	7173	1114	1575	0	0	0	0	0	0	0	0	0	1952	0	0	0	0	9794	0	0	0	0	0	0	0	0	0	0	0	37901	1924	0	0	1740	0	0	0	0	0	0	0	0	0
FIJ0158	0	0	0	0	31842	0	53986	0	0	52207	0	0	6023	0	0	0	0	0	0	0	0	0	0	7889	4067	0	75093	2306	0	0	0	0	0	0	0	0	5822	0	3853	0	0	3119	0	248482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10583	2653	0	0	0	0	0	0	0	0	0	0	0	3049	0	0	76165	0	198212	0	0	0	0	0	0	0	27517	0	2664	0	0	0	0	0	10905	0	0	0	2309	34150	11076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4575	0	0	0	123536	0	0	0	0	0	690833	0	0	0	0	7269	0	0	4961	0	20540	144011	0	0	0	86348	12798	0	8504	0	0	0	0	0	0	0	0	0	0	0	2863	0	0	0	0	44753	0	0	0	0	0	0	0	0	0	0	0	53877	0	0	0	0	0	0	0	2762	0	0	0	0	0
FIJ0159	0	0	0	0	25577	0	45950	0	0	49907	0	0	2856	0	0	0	0	0	0	0	0	0	0	15754	0	0	375705	0	0	0	0	0	0	0	0	0	5174	0	2814	0	0	2846	0	143481	0	0	0	0	0	0	2433	0	0	0	0	0	0	0	0	50559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90999	0	502601	0	0	0	2666	0	0	0	18192	0	3872	0	0	0	0	0	7631	0	0	0	0	133588	15027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2779	0	2529	0	0	0	94917	2536	0	0	0	3629	179043	0	0	0	0	11549	0	0	0	0	6167	29003	0	0	0	72531	2299	0	6140	0	2331	0	0	0	0	0	0	0	0	0	23591	0	0	0	0	8541	3017	0	0	0	0	0	0	0	0	0	0	28187	3340	0	0	0	0	0	0	0	0	0	0	0	0
FIJ0160	0	0	0	0	36352	0	13175	0	0	196578	0	0	0	0	0	0	0	0	0	0	0	0	0	20056	0	0	214404	0	0	0	0	0	0	0	0	0	6880	0	2785	0	0	0	0	245033	0	0	0	0	0	0	6519	0	0	0	0	0	0	0	0	56926	0	0	0	0	0	0	0	0	0	0	0	0	2624	0	0	132200	0	597937	0	0	0	0	3280	0	0	28781	0	0	0	0	0	0	0	7764	0	0	0	0	179271	10499	0	0	0	0	0	0	0	0	0	0	2550	0	0	0	0	0	0	0	0	0	0	0	0	82959	0	0	0	0	2374	111848	0	2872	0	0	7411	0	0	0	0	30976	122125	0	0	0	72627	7010	0	7392	0	0	0	0	0	0	0	0	0	0	0	10878	0	0	0	0	15754	6826	0	0	0	0	0	0	0	0	0	0	26287	0	0	0	0	0	0	0	0	0	0	0	0	0
FIJ0161	0	0	0	0	18024	0	10056	0	0	5702	0	0	0	0	0	0	0	1480	0	0	0	0	0	1451	0	0	249809	2176	0	0	0	0	0	0	0	0	4616	0	4266	0	0	2189	0	320888	0	0	0	0	0	1232	0	0	0	0	0	0	0	0	0	2363	2704	0	0	0	0	0	0	0	0	0	0	0	3206	0	0	74781	0	6655	0	0	0	1343	0	0	0	20201	0	2418	0	0	0	2349	0	1556	0	0	0	1297	5267	3016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2150	1846	0	0	0	85253	0	0	0	0	2068	102594	0	2116	0	0	5626	0	0	1439	0	12002	48906	0	0	0	45156	5145	0	6029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11812	0	0	0	0	0	0	0	0	0	0	0	40301	1688	0	0	1741	0	1216	0	1659	0	0	0	0	0
FIJ0162	0	0	0	0	25081	0	75322	0	0	8218	0	0	0	0	0	0	0	0	0	0	0	0	0	17379	0	3451	164226	0	0	0	0	0	0	0	0	0	8785	0	5818	0	0	3858	0	75157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609920	0	0	0	0	0	0	0	0	0	0	0	0	3197	0	0	25709	0	14702	3116	0	0	4714	0	0	0	30429	0	3916	0	0	0	0	0	8072	0	0	0	0	444804	17563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104276	0	0	0	0	3268	641513	0	0	0	0	11970	0	0	0	0	15719	101644	0	0	0	109911	6477	0	17831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27804	4061	0	0	0	0	0	0	0	0	0	0	152599	0	16511	0	0	0	0	3859	0	0	0	0	0	0
FIJ0163	0	0	0	0	25101	0	4066	0	0	626208	0	0	0	0	0	0	0	0	0	0	0	0	0	13131	0	0	89709	0	0	0	0	0	0	0	0	0	4302	0	0	0	0	3328	0	185728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10794	0	538091	0	0	0	0	0	0	0	35350	0	2995	0	0	0	0	0	4834	0	0	0	0	278734	5864	0	0	0	0	0	0	0	0	0	0	0	0	0	11894	0	0	0	0	0	3260	0	0	0	94036	0	0	0	0	0	76087	0	0	0	0	5633	0	0	0	0	8581	46099	0	0	0	68879	4411	0	9307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2494	29482	22261	0	0	0	0	0	0	0	0	0	0	49456	0	0	0	0	0	0	0	0	0	0	0	51302	0
FIJ0164	0	0	0	0	27906	0	714301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	860663	3946	2859	0	155268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138677	0	0	0	3351	0	0	0	0	0	0	0	0	0	0	0	72960	0	0	0	20217	0	0	0	0	0	0	0	0	0	0	0	16442	0	2860	0	0	0	0	0	0	0	11493	0	10767	0	0	0	0	0	0	0	0	0	0	64817	8968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56027	0	0	0	0	4391	143236	0	0	0	0	10632	0	0	15258	0	13721	85051	0	0	0	77158	0	0	9724	0	3692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5219	0	0	0	0	0	0	0	0	0	0	0	75898	6702	0	0	0	0	0	0	4168	0	0	0	0	0
FIJ0165	0	0	0	0	23100	0	84583	0	0	404489	0	0	0	0	0	0	0	0	0	0	0	0	0	17706	0	0	135192	0	0	0	0	0	0	0	0	0	3203	0	0	0	0	0	0	305677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23490	3349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10761	0	1066519	0	0	0	0	0	0	0	14436	0	0	0	0	0	0	0	3785	0	0	0	0	170047	9685	0	0	0	0	0	0	0	0	0	0	0	0	0	5216	0	0	0	0	0	0	0	0	0	61732	0	0	0	0	0	239351	0	0	0	0	6296	0	0	0	0	37020	126457	0	0	0	72085	0	0	9067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25405	5453	0	0	0	0	0	0	0	0	0	0	43879	0	0	0	0	0	0	0	0	0	0	0	0	0
FIJ0166	0	2896	0	0	45074	3266	4706	0	0	45578	0	0	0	0	0	0	1661	0	0	0	0	0	0	13198	0	8532	202368	3135	0	0	0	0	0	0	2348	0	7641	3414	3673	0	1866	3949	0	29899	0	0	0	2482	0	0	0	0	0	0	0	0	0	0	0	52180	0	0	0	26089	0	1674	0	0	0	0	0	0	2431	3865	0	10305	0	48834	2717	3596	0	3136	0	0	0	29733	0	11612	0	0	0	0	0	0	1805	0	0	0	128836	31122	1842	2000	0	0	0	0	0	0	2887	0	0	0	0	0	0	0	2182	2544	0	2527	5482	1888	2363	122405	2195	0	0	0	4130	263304	0	0	0	0	19727	0	0	0	0	6401	32773	0	1788	0	68377	4344	0	14658	0	2514	2876	0	0	1694	0	0	2880	0	0	1706	1881	0	0	2855	67795	1801	0	1664	1937	0	0	0	0	0	0	0	79228	3211	0	1802	0	0	0	0	0	0	3033	0	0	0
FIJ0167	0	0	0	0	8726	0	11052	0	0	418006	0	0	0	0	0	0	0	0	0	0	0	0	22220	15332	0	0	180127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159559	2747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16336	0	89098	0	0	0	0	0	0	0	14244	0	0	0	0	0	0	0	0	0	0	0	0	546023	11804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45606	0	0	0	0	0	100627	0	0	0	0	6833	0	0	2608	0	16737	83410	0	0	0	52683	0	0	3578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9791	2494	0	0	0	0	2818	0	0	0	0	0	43848	0	0	0	0	0	0	0	0	0	0	0	0	0
TAN0001	0	1542	0	0	9283	1749	1334	0	1155	1283	0	0	0	597	0	0	873	0	0	0	441	0	343	5386	0	5359	18319	711	449	829	0	0	0	0	665	0	1085	1651	1418	770	1067	1634	0	29852	0	0	363	0	0	407	0	0	0	0	0	0	368	0	355	8435	671	0	0	3618	0	500	519	679	0	0	662	324	573	447	0	2865	701	11988	820	818	0	769	0	0	0	2870	0	1715	0	0	0	324	0	1859	487	395	0	546	17474	14121	1196	689	0	0	541	0	0	0	1634	0	554	0	0	0	0	490	1053	865	0	912	2832	669	981	9893	599	507	0	328	987	20386	0	619	0	0	5650	0	678	397	359	3451	21538	0	780	0	17313	1241	0	4213	0	690	517	0	0	654	789	354	942	0	0	0	630	0	0	367	1859	706	0	496	530	482	0	0	0	0	0	0	10740	763	0	0	547	0	470	0	0	0	1345	0	1041	0
TAN0013	0	752	0	0	11071	934	1292	0	610	458	0	0	0	332	0	0	451	245	0	0	282	0	266	2795	0	2842	12377	643	0	359	0	0	0	0	504	0	997	799	948	373	869	1310	0	12344	0	0	0	230	0	371	0	0	0	0	0	0	344	0	0	1578	345	276	0	8804	0	304	252	360	0	0	474	325	536	348	0	3767	421	1590	621	503	0	664	0	0	0	3293	0	1226	0	0	0	349	0	1457	277	250	0	500	3784	7588	644	398	0	0	266	0	0	0	821	0	316	0	0	0	0	318	510	954	0	843	1383	458	569	11000	670	327	0	276	860	18478	0	453	0	0	3921	0	395	281	338	3345	20155	0	463	0	15900	1237	0	3743	307	656	366	0	0	618	368	224	519	0	0	0	409	0	0	327	1176	358	0	450	288	270	0	0	0	0	0	0	7211	852	0	0	303	0	388	0	263	0	797	0	1474	0
