sample	Unknown_t_phylum_Firmicutes	Bifidobacterium	Enterobacter	Oxalobacter	Megasphaera	Unknown_t_order_Enterobacterales	Eggerthella	Vibrio	Faecalibacterium	Staphylococcus	Fusobacterium	Lachnoclostridium	Haemophilus	Campylobacter	Bacillus	Prevotella	Escherichia	Porphyromonas	Methanobrevibacter	Tannerella	Enterococcus	Streptococcus	Klebsiella	Ruminococcus	Unknown_t_family_Ruminococcaceae	Unknown_t_family_Lachnospiraceae	Lactobacillus	Veillonella	Unknown_t_family_Enterobacteriaceae	Unknown_t_class_Gammaproteobacteria	Unknown_t_family_Pasteurellaceae	Unknown_t_order_Lactobacillales	Paenibacillus	Unknown_t_order_Clostridiales	Ethanoligenens	Pseudomonas	Bacteroides	Unknown_t_family_Flavobacteriaceae	Unknown_t_phylum_Proteobacteria	Unknown_t_phylum_Bacteroidetes	Unknown_t_order_Bacteroidales	Unknown_t_domain_Bacteria	Clostridioides	Clostridium	Streptomyces	Unknown_t_class_Alphaproteobacteria	Lactococcus	Butyrivibrio	Parabacteroides	Citrobacter	Odoribacter	Unknown_t_class_Actinobacteria	Akkermansia	crassphage
USA0130	0.005807885712736687	0.02515508026222457	0.0	0.0	0.0	0.0	0.0	0.0	0.033914065429638963	0.0	0.0	0.0011755264596520238	0.0	0.0029993855523477776	0.0	0.003550016490690666	0.0	0.0	0.0	0.0012224006831212132	0.0011094507470508772	0.005213486674166543	0.0	0.0	0.0	0.004867577494951138	0.0	0.0	0.0	0.0	0.0	0.0010696358945860836	0.0	0.02576755129056597	0.0	0.0	0.675027220934593	0.0	0.0018543555754347444	0.007360947333703809	0.07491658647221205	0.012574998757550703	0.0045942386496609245	0.0021265649213642545	0.0	0.0	0.0	0.0	0.031042030930210494	0.0	0.0772374252836173	0.0	0.0014135684499202573	0.03989143697899038
FIJ0094	0.007804889760862705	0.3093602940167657	0.010686061986362452	0.0	0.02608404104984428	0.001178193642213289	0.0	0.0	0.09035347524249866	0.0	0.0	0.0016502428416590065	0.009173875313841975	0.0	0.0013016724518775638	0.13802744316544788	0.03288952419498676	0.0010714359213577181	0.0	0.0	0.002988358692222207	0.10911753810693264	0.005195971160838009	0.0	0.0	0.0108781401347291	0.001074437142425947	0.00830823740859138	0.048878743808909685	0.0018093075582751382	0.004644603976017671	0.0011031631155075665	0.0	0.03709980860784502	0.0	0.0	0.04798137870950924	0.0	0.002400119362849342	0.003866001481745716	0.021703973273697642	0.025008317669817662	0.006651134633062137	0.002700670215539122	0.0	0.0	0.0	0.0	0.009878733519008876	0.0	0.013024441944379656	0.0011134530163129227	0.0	0.0005236266275998555
USA0025	0.0	0.011885385537962033	0.0	0.0	0.002287547744598439	0.0	0.0	0.0	0.012423089134853635	0.0	0.0	0.0	0.0	0.0	0.0	0.001253938500843343	0.007019945929011522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010797583999375537	0.0025243588431804204	0.0	0.0	0.0	0.0	0.005195603857753006	0.0	0.0	0.8032412266498455	0.0	0.0	0.008804599725953125	0.07271590684937865	0.003867694852285781	0.0	0.0	0.0	0.0	0.0	0.0	0.010649642990127772	0.0	0.0570513009842692	0.0	0.0	0.08450141243480112
USA0086	0.0021535238816552935	0.0017426848254721101	0.0	0.0	0.0	0.0	0.0	0.0	0.007882212243048217	0.0	0.0	0.0	0.0	0.0	0.0	0.0034917994041170817	0.0	0.0	0.0	0.0	0.0	0.001207019871484754	0.0	0.0	0.0	0.0016737312655838372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006453255029286417	0.0	0.0	0.6218345105694056	0.0	0.0011378445959698306	0.010641463216712391	0.18887000857152614	0.006318230212656326	0.0012779688720128807	0.0012722042657199704	0.0	0.0	0.0	0.0	0.0063962741132372655	0.0	0.1336909754201622	0.0	0.003956293641949661	0.04631054742605979
USA0037	0.016807996627537455	0.003005220831441728	0.0	0.0	0.0	0.0	0.0	0.0	0.039965707892859456	0.001445862247875997	0.0	0.002962254361502043	0.0	0.0034235358972696025	0.0025678545949802192	0.018352762825085932	0.00705095985472469	0.0020709027822816005	0.0	0.0016173227835787015	0.0018641773137038718	0.010094283027433686	0.0	0.0010960503275179972	0.002505026266294831	0.009449380634282379	0.0014300538296906414	0.0	0.002340051235488683	0.001590975419936442	0.0	0.005845466632077307	0.001681367144432194	0.05053019002529347	0.0016979862507296192	0.002075361566897983	0.41377359102406125	0.0	0.004691452104546339	0.006688582268629613	0.07264414034632596	0.02383220377456385	0.007319702963875738	0.007206206628186005	0.0	0.0	0.0	0.0010668655554834944	0.08467596796160581	0.0	0.17952445035346	0.001760003891302938	0.0	0.24066231522321704
CHI0036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037299945420066418	0.0	0.011730140004896833	0.0	0.0	0.0	0.0	0.0	0.00623672141693395	0.0	0.0	0.0	0.0	0.0	0.003480136948295153	0.0	0.0	0.0	0.0	0.0019104544241879706	0.014119305276760391	0.0	0.0	0.0	0.0	0.0027559574734224565	0.0	0.0	0.808159841144492	0.0	0.0	0.00207378667804454	0.04713750036444097	0.002241821396023659	0.001415755198495713	0.001190663915829654	0.0	0.0	0.0	0.0	0.08912298103621619	0.0	0.004694940179953897	0.0	0.0	0.021478443895017192
CHI0023	0.0018168102120502297	0.0011460078643712617	0.0	0.0	0.0	0.001016758857111345	0.0	0.0	0.0036275888037616633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10422079866408226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010667351399185128	0.0	0.0	0.03696435441628779	0.0	0.0	0.0	0.0	0.0032484583824659075	0.0	0.0	0.7277744484190908	0.0	0.0	0.0033415176676930476	0.022266588140714257	0.003045537441067838	0.0	0.0	0.0	0.0	0.0	0.0	0.08781436051253264	0.0	0.002650035478852493	0.0	0.0	0.017289162249403297
USA0067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010560366389132827	0.0	0.0	0.769208611700886	0.0	0.0	0.0061680876843895555	0.07736593892773375	0.0011455913249369158	0.0	0.0	0.0	0.0	0.0	0.0	0.036398803899554244	0.0	0.1086569298235863	0.0	0.0	0.9436534325510412
USA0001	0.001763870608209027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010161919640130232	0.0	0.0	0.0	0.0	0.0012480137628765482	0.0	0.00441888077891455	0.0	0.0	0.0	0.0013739447526941284	0.0	0.0	0.0	0.00104426495210857	0.0	0.001145093419038925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009473692137638807	0.0	0.0	0.5598745375906097	0.0016433784983503458	0.0012258398676594994	0.006560544356576317	0.08464738067724933	0.0066408724298154375	0.0	0.0015718363081217539	0.0	0.0	0.0	0.0	0.281561611213799	0.0	0.023273804094890882	0.0	0.0023705149113169705	0.041683163199301515
USA0008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012128073526167177	0.0	0.0	0.8866047411362771	0.0	0.0	0.004950179514208477	0.09079541174609047	0.0012003271593520105	0.0	0.0	0.0	0.0	0.0	0.0	0.011651597576168179	0.0	0.0035849355152871225	0.0	0.0	0.3274671048110081
USA0069	0.010667314536752017	0.009081452130666046	0.0	0.0	0.0018189342258801279	0.0	0.0	0.0	0.04797995610179241	0.0	0.0	0.002678308290983836	0.0	0.006426103153273873	0.0013829855623487294	0.004928460170321928	0.009490823649373155	0.0	0.0016994066478483783	0.0	0.0036910227414088336	0.0041230752789974045	0.009892263768839508	0.0	0.0	0.012634858137880001	0.0	0.0	0.00829693934260667	0.0	0.0	0.0016943973430647427	0.0010402656267349936	0.04034786282185827	0.0	0.0	0.5220819895177514	0.0	0.001942218782499604	0.010258777902175513	0.06875215156597825	0.01707908551245049	0.009308123172125557	0.004380915327999537	0.0	0.0	0.0	0.0	0.08410594902253157	0.0	0.10421635966585711	0.0	0.0	0.015790059330836156
USA0098	0.0013551157249261341	0.0022611615946842144	0.0	0.0	0.0	0.0	0.0	0.0	0.005182685155088706	0.0	0.0	0.0	0.0	0.0	0.0	0.0010617972103709441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011051822601990198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0049318622474266195	0.0	0.0	0.8139392113190903	0.0	0.0	0.0035203163096261545	0.07015965401855753	0.002689181300391266	0.0	0.0	0.0	0.0	0.0	0.0	0.0018670395474988716	0.0	0.08268528356379623	0.0	0.00924150974834398	0.013665526038051264
USA0151	0.0016836843769289832	0.0017099411330753827	0.0	0.0	0.0	0.0	0.0	0.0	0.005875611628852321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037161741015642644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017988286836994325	0.0	0.0	0.0	0.0	0.0044518450490055855	0.0	0.0	0.6288426852953132	0.0	0.0010144984267023984	0.009970220261664232	0.08216112374098553	0.0031939296306890894	0.0	0.0	0.0	0.0	0.0	0.0	0.09432209692717665	0.0	0.15344641002092713	0.0	0.007812950723415786	0.19793810518799443
USA0097	0.001900460628671901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004294589802404935	0.0	0.0	0.0	0.0	0.0	0.0	0.002027959510273679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005723942805693783	0.0	0.0	0.8037142101436864	0.0	0.0	0.007941889007993393	0.13983287701894256	0.004927779824422611	0.0	0.0	0.0	0.0	0.0	0.0	0.009967622111719893	0.0	0.017945578905777585	0.0	0.001723090240413316	0.21570428636625147
USA0063	0.0036797642530704234	0.004549514211989348	0.005280035422543782	0.0	0.0	0.0	0.0	0.0	0.010427373815782145	0.0	0.0	0.0010225578074325463	0.0	0.0024669271562064053	0.0	0.0032612185712586486	0.0	0.0	0.0	0.0	0.0	0.0035584117884465576	0.001601130606191657	0.0	0.0	0.00493436997444379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020129726816006974	0.0	0.0	0.7932736700904334	0.0	0.0	0.008240966804428642	0.08645108326841722	0.0073370112641214045	0.0061422223383416725	0.0	0.0	0.0	0.0	0.0	0.0027651516974562737	0.0	0.034878864113429144	0.0	0.0	0.0007659460257313254
USA0115	0.0029146445160431983	0.0017642601387113381	0.0	0.0	0.0	0.0	0.0	0.0	0.01609815070830706	0.0	0.0	0.0013564557459928156	0.0	0.0012733041410945354	0.0	0.256576930418737	0.006783001787397977	0.003712899923066689	0.0	0.0017266611521486374	0.0	0.0014786524523215927	0.0	0.0	0.0	0.00373892999068702	0.001252335475511491	0.0	0.0018112588719147139	0.001456237671870752	0.0	0.0	0.0026254215424839624	0.02080670071785142	0.0	0.001173522215216599	0.36883882760575437	0.001877780155833338	0.007085239794767378	0.012083012777870971	0.07391526923766609	0.01910679269075701	0.002927659549853364	0.0037844826090225997	0.0	0.0	0.0	0.0	0.06204338923049336	0.0	0.11127998519178375	0.0	0.0	0.11898075853774571
USA0088	0.005595849182482624	0.001429535180132635	0.0	0.0	0.0	0.0	0.0	0.0	0.03494893005795312	0.0010583041244299285	0.0	0.001213580148567104	0.0	0.0025121109075339054	0.0016669612450958915	0.04827746300758767	0.0	0.005001506084081811	0.0	0.0015543161133570987	0.0	0.002724020671937546	0.0	0.0	0.0	0.007952061717085217	0.001127384840579133	0.0	0.0	0.0012611898313185828	0.0	0.0	0.0010645276123712982	0.02285824885985701	0.0	0.001135786549299982	0.4126502349989047	0.0011320524565351603	0.00317397885009858	0.011830539402146855	0.0642755611096728	0.014597190966482784	0.003758986716587338	0.004069227590464621	0.0	0.0	0.0	0.0	0.1332000677115488	0.0	0.20993038406388784	0.0	0.0	0.00015940011507305774
USA0119	0.006180695170309997	0.017142560322427936	0.0	0.0	0.0	0.0	0.0	0.0	0.03865015175787683	0.0	0.0	0.0032824797862757993	0.0	0.0032960559479525376	0.0	0.19703378575400232	0.0	0.0018994820989454275	0.0	0.0	0.002771307785751641	0.007017104783176893	0.0	0.0	0.0	0.00710033255693429	0.00116754990419952	0.0021686442608842447	0.0	0.0	0.0	0.0	0.0010707459687653838	0.0352809025904497	0.0	0.0	0.33674724610511725	0.0014461563525221557	0.004382148882091626	0.010275383585594157	0.1095720203571593	0.01940328637555441	0.005108768665746635	0.0024437091018129488	0.0	0.0	0.0014803918906634965	0.0	0.09919983283613101	0.0	0.08248934861576275	0.0	0.0	0.0004120366622613196
FIJ0037	0.005866798737210012	0.016610203593426843	0.016645531566553358	0.0	0.006629546499855829	0.0034099905489260464	0.0	0.0	0.0406665345512624	0.0	0.0	0.0	0.0	0.0	0.0	0.060607324868302365	0.29234806195786284	0.0	0.008655353415996304	0.0	0.0014467646137525407	0.028138898823713076	0.024016292588292174	0.0	0.0	0.004802922060771516	0.0015244861546308748	0.001170197052704962	0.19492596097974899	0.0038520948983378693	0.0	0.0022071571781899224	0.0	0.01816665315231504	0.0	0.0015106914222671878	0.03197417087770499	0.0	0.00386858128579691	0.003433878987897309	0.016608521308992246	0.021376788310411086	0.0	0.005165959041757328	0.0	0.0010712787279507185	0.1522191518662086	0.0	0.005245699323957177	0.0016954062531858263	0.012448231902236396	0.0020799764749344666	0.0	0.00047482537797237145
USA0131	0.002448324360009315	0.003694963533262614	0.0	0.0	0.0	0.0	0.0	0.0	0.009334703238561434	0.0	0.0	0.0	0.0	0.0	0.0	0.001071747515537718	0.00295870301236187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014469465123807727	0.0	0.0	0.0013846780929216375	0.0	0.0	0.0	0.0	0.0075949998459174314	0.0	0.0	0.7479504635661441	0.0	0.0	0.005641804729413536	0.05891497914484492	0.00363825479411233	0.0	0.0	0.0	0.0	0.0	0.0	0.07463140113792359	0.0	0.05941535037264154	0.0	0.019872680143967127	0.22833383979394134
USA0034	0.01080482072640462	0.005643405487685561	0.0	0.0	0.0016463194002448401	0.0	0.0	0.0	0.037925354678223444	0.0	0.0	0.0021077117753238845	0.0	0.003585265928850824	0.0013037080979167997	0.004888836707608374	0.0	0.0	0.002032186237736541	0.0	0.002171977141852751	0.002755858206982542	0.0010690296547590358	0.0	0.0	0.010692356334979104	0.0	0.0	0.0	0.0	0.0	0.0013287001849002478	0.0	0.03421979716586987	0.0	0.0	0.5587782989039871	0.0	0.001722668852787682	0.011750812414475911	0.08646287130242417	0.01471072689210353	0.009657656470032496	0.00568748493780472	0.0	0.0	0.0	0.0	0.052598044163214806	0.0	0.13645610833383112	0.0	0.0	0.002459051083086261
USA0020	0.01524706307927811	0.004208887888960943	0.0	0.0	0.0	0.0	0.0	0.0	0.049015218021054366	0.0	0.0	0.0026891444587081224	0.0	0.004343804637606996	0.0012190298052052132	0.003001254321379783	0.0	0.0	0.0075659989206660104	0.0	0.0	0.00397250786340396	0.0	0.0	0.0	0.00985590744196374	0.0	0.0	0.0	0.0	0.0	0.0012469689684125702	0.0	0.05059231025999597	0.0011605781348108738	0.0	0.5288155706427037	0.0	0.002185136659270141	0.010456967071490436	0.10335211139197323	0.024546025359937298	0.007372262881057101	0.0083089600896406	0.0	0.0	0.0	0.0	0.14265295588994323	0.0	0.01426441329962988	0.0011796944043738025	0.0027472285085339437	0.1162544825359182
USA0136	0.002352666138491882	0.0019713783692015966	0.0	0.0	0.0	0.0	0.0	0.0	0.006689698550735394	0.0	0.0	0.0	0.0	0.0	0.0	0.002896673797644736	0.0	0.0	0.0	0.0	0.0	0.0012362629716696693	0.0	0.0	0.0	0.0018489209834441325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006948900017255359	0.0	0.0	0.6981720452053295	0.0	0.001018808341203385	0.009830916036907915	0.17222239745585505	0.005468464440045049	0.0014284839590101733	0.0	0.0	0.0	0.0	0.0	0.004990509552603797	0.0	0.08292387418060237	0.0	0.0	0.27456305434631484
