MAG	recipient	outcome	transplant_sample	transplant_mean_cov_Q2Q3
DB_MAG_00163	R01	no_colonization	DB_D_08	9.75436078983
DB_MAG_00163	R02	ambiguous	DB_D_11	0.0167832330766
DB_MAG_00163	R03	ambiguous	DB_D_14	0.0358183016802
DB_MAG_00163	R04	ambiguous	DB_D_13	0.015417466732999999
DB_MAG_00163	R05	ambiguous	DB_D_07	3.3294704006299995
DB_MAG_00166	R01	ambiguous	DB_D_08	0.0006317718040240001
DB_MAG_00166	R02	ambiguous	DB_D_11	0.00182371460762
DB_MAG_00166	R03	ambiguous	DB_D_14	11.3112866033
DB_MAG_00166	R04	ambiguous	DB_D_13	0.0103220983248
DB_MAG_00166	R05	ambiguous	DB_D_07	0.00168367185772
DB_MAG_00169	R01	ambiguous	DB_D_08	0.271289875603
DB_MAG_00169	R02	ambiguous	DB_D_11	0.305542419712
DB_MAG_00169	R03	ambiguous	DB_D_14	0.511901246448
DB_MAG_00169	R04	ambiguous	DB_D_13	0.841059274433
DB_MAG_00169	R05	ambiguous	DB_D_07	0.615650606291
DB_MAG_00170	R01	ambiguous	DB_D_08	0.990604596482
DB_MAG_00170	R02	no_colonization	DB_D_11	0.88672411074
DB_MAG_00170	R03	ambiguous	DB_D_14	10.9879568166
DB_MAG_00170	R04	ambiguous	DB_D_13	2.2203392163299998
DB_MAG_00170	R05	ambiguous	DB_D_07	0.9549848743350001
DB_MAG_00174	R01	ambiguous	DB_D_08	8.49022471834
DB_MAG_00174	R02	ambiguous	DB_D_11	12.416056239400001
DB_MAG_00174	R03	ambiguous	DB_D_14	2.6217358543500002
DB_MAG_00174	R04	ambiguous	DB_D_13	9.152419351699999
DB_MAG_00174	R05	colonization	DB_D_07	6.201764824990001
DB_MAG_00175	R01	no_colonization	DB_D_08	7.29549751007
DB_MAG_00175	R02	no_colonization	DB_D_11	4.32457282501
DB_MAG_00175	R03	colonization	DB_D_14	1.9430970196000001
DB_MAG_00175	R04	ambiguous	DB_D_13	17.6750163025
DB_MAG_00175	R05	colonization	DB_D_07	13.677125782100001
DB_MAG_00176	R01	ambiguous	DB_D_08	11.0811992617
DB_MAG_00176	R02	colonization	DB_D_11	5.05497097919
DB_MAG_00176	R03	ambiguous	DB_D_14	7.05134653887
DB_MAG_00176	R04	ambiguous	DB_D_13	14.874430991199999
DB_MAG_00176	R05	colonization	DB_D_07	23.9642221208
DB_MAG_00177	R01	ambiguous	DB_D_08	0.0605906103674
DB_MAG_00177	R02	no_colonization	DB_D_11	3.68297712013
DB_MAG_00177	R03	ambiguous	DB_D_14	0.0428418078461
DB_MAG_00177	R04	no_colonization	DB_D_13	3.954464568
DB_MAG_00177	R05	ambiguous	DB_D_07	0.417975364367
DB_MAG_00178	R01	ambiguous	DB_D_08	51.3851374458
DB_MAG_00178	R02	ambiguous	DB_D_11	97.4080851223
DB_MAG_00178	R03	ambiguous	DB_D_14	57.670116308100006
DB_MAG_00178	R04	ambiguous	DB_D_13	46.4865596119
DB_MAG_00178	R05	colonization	DB_D_07	30.869119986199998
DB_MAG_00180	R01	ambiguous	DB_D_08	2.0757550431
DB_MAG_00180	R02	no_colonization	DB_D_11	0.7394378935510001
DB_MAG_00180	R03	ambiguous	DB_D_14	0.0410829750126
DB_MAG_00180	R04	ambiguous	DB_D_13	0.646024471498
DB_MAG_00180	R05	colonization	DB_D_07	6.88170489013
DB_MAG_00182	R01	ambiguous	DB_D_08	12.3040831436
DB_MAG_00182	R02	no_colonization	DB_D_11	15.5977451326
DB_MAG_00182	R03	colonization	DB_D_14	13.6705115619
DB_MAG_00182	R04	ambiguous	DB_D_13	9.50061677025
DB_MAG_00182	R05	colonization	DB_D_07	18.2677484574
